path,extension,is_folder,size,last_modified,created_time,is_container,contents,within_container,parent_object,Office_last_mod_time,Office_last_mod_by,XLS_num_sheets,PDF_num_pages,PDF_layout,MP3_track title,MP3_artist,MP3_duration,AUD_bitrate,IMG_size,IMG_dpi,IMG_device
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-09 345 The Plantagent Matter - Ep 5.mp3,.mp3,False,13661,Mon Oct  7 20:13:32 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-09 345 The Plantagent Matter - Ep 5.png,.png,False,34,Mon Oct  7 20:13:16 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-09 345 The Plantagent Matter - Ep 5_spectrogram.png,.png,False,190,Mon Oct  7 20:13:18 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-12 346 The Clinton Matter - Ep 1.afpk,.afpk,False,140,Mon Oct  7 20:13:19 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-12 346 The Clinton Matter - Ep 1.mp3,.mp3,False,13667,Mon Oct  7 20:13:34 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-12 346 The Clinton Matter - Ep 1.png,.png,False,34,Mon Oct  7 20:13:29 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-12 346 The Clinton Matter - Ep 1_spectrogram.png,.png,False,190,Mon Oct  7 20:13:30 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-13 347 The Clinton Matter - Ep 2.afpk,.afpk,False,154,Mon Oct  7 20:13:30 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-13 347 The Clinton Matter - Ep 2.mp3,.mp3,False,13689,Mon Oct  7 20:13:51 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-13 347 The Clinton Matter - Ep 2.png,.png,False,36,Mon Oct  7 20:13:30 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-13 347 The Clinton Matter - Ep 2_spectrogram.png,.png,False,186,Mon Oct  7 20:13:32 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-14 348 The Clinton Matter - Ep 3.afpk,.afpk,False,145,Mon Oct  7 20:13:34 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-14 348 The Clinton Matter - Ep 3.mp3,.mp3,False,13711,Mon Oct  7 20:13:50 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-14 348 The Clinton Matter - Ep 3.png,.png,False,37,Mon Oct  7 20:13:34 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-14 348 The Clinton Matter - Ep 3_spectrogram.png,.png,False,182,Mon Oct  7 20:13:35 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-15 349 The Clinton Matter - Ep 4.afpk,.afpk,False,152,Mon Oct  7 20:13:35 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-15 349 The Clinton Matter - Ep 4.mp3,.mp3,False,13663,Mon Oct  7 20:13:52 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-15 349 The Clinton Matter - Ep 4.png,.png,False,36,Mon Oct  7 20:13:36 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-15 349 The Clinton Matter - Ep 4_spectrogram.png,.png,False,189,Mon Oct  7 20:13:36 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-16 350 The Clinton Matter - Ep 5.afpk,.afpk,False,146,Mon Oct  7 20:13:37 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-16 350 The Clinton Matter - Ep 5.mp3,.mp3,False,13684,Mon Oct  7 20:14:00 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-16 350 The Clinton Matter - Ep 5.png,.png,False,34,Mon Oct  7 20:13:39 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-16 350 The Clinton Matter - Ep 5_spectrogram.png,.png,False,190,Mon Oct  7 20:13:40 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-19 351 The Jolly Roger Fraud Matter - Ep 1.afpk,.afpk,False,149,Mon Oct  7 20:13:41 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-19 351 The Jolly Roger Fraud Matter - Ep 1.mp3,.mp3,False,13730,Mon Oct  7 20:13:53 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-19 351 The Jolly Roger Fraud Matter - Ep 1.png,.png,False,35,Mon Oct  7 20:13:51 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-19 351 The Jolly Roger Fraud Matter - Ep 1_spectrogram.png,.png,False,186,Mon Oct  7 20:13:52 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-20 352 The Jolly Roger Fraud Matter - Ep 2.afpk,.afpk,False,149,Mon Oct  7 20:13:52 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-20 352 The Jolly Roger Fraud Matter - Ep 2.mp3,.mp3,False,13696,Mon Oct  7 20:14:05 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-20 352 The Jolly Roger Fraud Matter - Ep 2.png,.png,False,34,Mon Oct  7 20:13:53 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-20 352 The Jolly Roger Fraud Matter - Ep 2_spectrogram.png,.png,False,189,Mon Oct  7 20:13:54 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-21 353 The Jolly Roger Fraud Matter - Ep 3.afpk,.afpk,False,139,Mon Oct  7 20:13:54 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-21 353 The Jolly Roger Fraud Matter - Ep 3.mp3,.mp3,False,13656,Mon Oct  7 20:14:12 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-21 353 The Jolly Roger Fraud Matter - Ep 3.png,.png,False,35,Mon Oct  7 20:13:55 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-21 353 The Jolly Roger Fraud Matter - Ep 3_spectrogram.png,.png,False,186,Mon Oct  7 20:13:55 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-22 354 The Jolly Roger Fraud Matter - Ep 4.afpk,.afpk,False,140,Mon Oct  7 20:13:56 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-22 354 The Jolly Roger Fraud Matter - Ep 4.mp3,.mp3,False,13690,Mon Oct  7 20:14:11 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-22 354 The Jolly Roger Fraud Matter - Ep 4.png,.png,False,35,Mon Oct  7 20:13:57 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-22 354 The Jolly Roger Fraud Matter - Ep 4_spectrogram.png,.png,False,185,Mon Oct  7 20:13:58 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-23 355 The Jolly Roger Fraud Matter - Ep 5.afpk,.afpk,False,145,Mon Oct  7 20:13:58 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-23 355 The Jolly Roger Fraud Matter - Ep 5.mp3,.mp3,False,13683,Mon Oct  7 20:14:24 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-23 355 The Jolly Roger Fraud Matter - Ep 5.png,.png,False,35,Mon Oct  7 20:14:00 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-23 355 The Jolly Roger Fraud Matter - Ep 5_spectrogram.png,.png,False,189,Mon Oct  7 20:14:01 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-26 356 The LaMarr Matter - Ep 1.afpk,.afpk,False,138,Mon Oct  7 20:14:02 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-26 356 The LaMarr Matter - Ep 1.mp3,.mp3,False,13683,Mon Oct  7 20:14:24 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-26 356 The LaMarr Matter - Ep 1.png,.png,False,35,Mon Oct  7 20:14:06 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-26 356 The LaMarr Matter - Ep 1_spectrogram.png,.png,False,185,Mon Oct  7 20:14:08 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-27 357 The LaMarr Matter - Ep 2.afpk,.afpk,False,141,Mon Oct  7 20:14:09 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-27 357 The LaMarr Matter - Ep 2.mp3,.mp3,False,13666,Mon Oct  7 20:14:31 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-27 357 The LaMarr Matter - Ep 2.png,.png,False,35,Mon Oct  7 20:14:12 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-27 357 The LaMarr Matter - Ep 2_spectrogram.png,.png,False,192,Mon Oct  7 20:14:12 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-28 358 The LaMarr Matter - Ep 3.afpk,.afpk,False,141,Mon Oct  7 20:14:13 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-28 358 The LaMarr Matter - Ep 3.mp3,.mp3,False,13686,Mon Oct  7 20:14:30 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-28 358 The LaMarr Matter - Ep 3.png,.png,False,38,Mon Oct  7 20:14:14 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-28 358 The LaMarr Matter - Ep 3_spectrogram.png,.png,False,200,Mon Oct  7 20:14:15 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-29 359 The LaMarr Matter - Ep 4.afpk,.afpk,False,141,Mon Oct  7 20:14:17 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-29 359 The LaMarr Matter - Ep 4.mp3,.mp3,False,13657,Mon Oct  7 20:14:33 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-29 359 The LaMarr Matter - Ep 4.png,.png,False,36,Mon Oct  7 20:14:25 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-29 359 The LaMarr Matter - Ep 4_spectrogram.png,.png,False,192,Mon Oct  7 20:14:26 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-30 360 The LaMarr Matter - Ep 5.afpk,.afpk,False,135,Mon Oct  7 20:14:26 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-30 360 The LaMarr Matter - Ep 5.mp3,.mp3,False,13658,Mon Oct  7 20:14:50 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-30 360 The LaMarr Matter - Ep 5.png,.png,False,33,Mon Oct  7 20:14:27 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-03-30 360 The LaMarr Matter - Ep 5_spectrogram.png,.png,False,187,Mon Oct  7 20:14:29 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-02 361 The Salt City Matter - Ep 1.afpk,.afpk,False,152,Mon Oct  7 20:14:30 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-02 361 The Salt City Matter - Ep 1.mp3,.mp3,False,13865,Mon Oct  7 20:15:01 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-02 361 The Salt City Matter - Ep 1.png,.png,False,33,Mon Oct  7 20:14:31 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-02 361 The Salt City Matter - Ep 1_spectrogram.png,.png,False,289,Mon Oct  7 20:14:33 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-04 363 The Salt City Matter - Ep 3.afpk,.afpk,False,140,Mon Oct  7 20:14:33 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-04 363 The Salt City Matter - Ep 3.mp3,.mp3,False,13832,Mon Oct  7 20:14:54 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-04 363 The Salt City Matter - Ep 3.png,.png,False,31,Mon Oct  7 20:14:33 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-04 363 The Salt City Matter - Ep 3_spectrogram.png,.png,False,292,Mon Oct  7 20:14:34 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-05 364 The Salt City Matter - Ep 4.afpk,.afpk,False,148,Mon Oct  7 20:14:34 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-05 364 The Salt City Matter - Ep 4.mp3,.mp3,False,13751,Mon Oct  7 20:14:49 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-05 364 The Salt City Matter - Ep 4.png,.png,False,35,Mon Oct  7 20:14:35 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-05 364 The Salt City Matter - Ep 4_spectrogram.png,.png,False,288,Mon Oct  7 20:14:36 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-06 365 The Salt City Matter - Ep 5.afpk,.afpk,False,140,Mon Oct  7 20:14:37 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-06 365 The Salt City Matter - Ep 5.mp3,.mp3,False,13752,Mon Oct  7 20:14:55 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-06 365 The Salt City Matter - Ep 5.png,.png,False,34,Mon Oct  7 20:14:50 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-06 365 The Salt City Matter - Ep 5_spectrogram.png,.png,False,284,Mon Oct  7 20:14:50 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-09 366 The Laird Douglas Douglas of Heatherscote Matter - Ep 1.afpk,.afpk,False,153,Mon Oct  7 20:14:51 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-09 366 The Laird Douglas Douglas of Heatherscote Matter - Ep 1.mp3,.mp3,False,13551,Mon Oct  7 20:15:06 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-09 366 The Laird Douglas Douglas of Heatherscote Matter - Ep 1.png,.png,False,37,Mon Oct  7 20:14:51 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-09 366 The Laird Douglas Douglas of Heatherscote Matter - Ep 1_spectrogram.png,.png,False,191,Mon Oct  7 20:14:52 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-10 367 The Laird Douglas Douglas of Heatherscote Matter - Ep 2.afpk,.afpk,False,166,Mon Oct  7 20:14:53 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-10 367 The Laird Douglas Douglas of Heatherscote Matter - Ep 2.mp3,.mp3,False,13730,Mon Oct  7 20:15:11 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-10 367 The Laird Douglas Douglas of Heatherscote Matter - Ep 2.png,.png,False,37,Mon Oct  7 20:14:55 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-10 367 The Laird Douglas Douglas of Heatherscote Matter - Ep 2_spectrogram.png,.png,False,196,Mon Oct  7 20:14:56 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-11 368 The Laird Douglas Douglas of Heatherscote Matter - Ep 3.afpk,.afpk,False,152,Mon Oct  7 20:14:56 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-11 368 The Laird Douglas Douglas of Heatherscote Matter - Ep 3.mp3,.mp3,False,13703,Mon Oct  7 20:15:19 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-11 368 The Laird Douglas Douglas of Heatherscote Matter - Ep 3.png,.png,False,35,Mon Oct  7 20:14:58 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-11 368 The Laird Douglas Douglas of Heatherscote Matter - Ep 3_spectrogram.png,.png,False,195,Mon Oct  7 20:15:00 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-12 369 The Laird Douglas Douglas of Heatherscote Matter - Ep 4.afpk,.afpk,False,153,Mon Oct  7 20:15:01 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-12 369 The Laird Douglas Douglas of Heatherscote Matter - Ep 4.mp3,.mp3,False,13688,Mon Oct  7 20:15:20 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-12 369 The Laird Douglas Douglas of Heatherscote Matter - Ep 4.png,.png,False,35,Mon Oct  7 20:15:02 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-12 369 The Laird Douglas Douglas of Heatherscote Matter - Ep 4_spectrogram.png,.png,False,195,Mon Oct  7 20:15:03 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-13 370 The Laird Douglas Douglas of Heatherscote Matter - Ep 5.afpk,.afpk,False,148,Mon Oct  7 20:15:04 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-13 370 The Laird Douglas Douglas of Heatherscote Matter - Ep 5.mp3,.mp3,False,13656,Mon Oct  7 20:15:20 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-13 370 The Laird Douglas Douglas of Heatherscote Matter - Ep 5.png,.png,False,36,Mon Oct  7 20:15:07 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-13 370 The Laird Douglas Douglas of Heatherscote Matter - Ep 5_spectrogram.png,.png,False,193,Mon Oct  7 20:15:08 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-16 371 The Shepherd Matter - Ep 1.afpk,.afpk,False,152,Mon Oct  7 20:15:09 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-16 371 The Shepherd Matter - Ep 1.mp3,.mp3,False,13716,Mon Oct  7 20:15:22 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-16 371 The Shepherd Matter - Ep 1.png,.png,False,36,Mon Oct  7 20:15:12 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-16 371 The Shepherd Matter - Ep 1_spectrogram.png,.png,False,188,Mon Oct  7 20:15:13 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-17 372 The Shepherd Matter - Ep 2.afpk,.afpk,False,148,Mon Oct  7 20:15:14 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-17 372 The Shepherd Matter - Ep 2.mp3,.mp3,False,13672,Mon Oct  7 20:15:33 2024,,,,,,,,,,,,,,,,,
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-17 372 The Shepherd Matter - Ep 2.png,.png,False,36,Mon Oct  7 20:15:20 2024,None,,,,,,,,,,,,,,"(800, 200)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-17 372 The Shepherd Matter - Ep 2_spectrogram.png,.png,False,202,Mon Oct  7 20:15:21 2024,None,,,,,,,,,,,,,,"(944, 591)",No data,No data
S:/EUD\OTRR_YoursTrulyJohnnyDollar_Singles_Bob_Bailey\YTJD 1956-04-18 373 The Shepherd Matter - Ep 3.afpk,.afpk,False,146,Mon Oct  7 20:15:21 2024,,,,,,,,,,,,,,,,,
